timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1752381688843,306,3. 2 Login Redirect,200,OK,Thread Group 1-1,text,true,,9078,950,1,1,https://katalon-demo-cura.herokuapp.com/#appointment,306,0,0
1752381689745,309,4. Book Appointment,200,OK,Thread Group 1-1,text,true,,7459,1100,1,1,https://katalon-demo-cura.herokuapp.com/appointment.php,309,0,0
1752381690892,298,1. Rirect Home Page,200,OK,Thread Group 1-1,text,true,,5096,157,1,1,https://katalon-demo-cura.herokuapp.com/,298,0,0
1752381691966,299,2. Click on Make Appoinment,200,OK,Thread Group 1-1,text,true,,8131,732,1,1,https://katalon-demo-cura.herokuapp.com/profile.php,299,0,0
1752381693214,306,3.1 Input Username - Password,302,Found,Thread Group 1-1,text,true,,851,1032,1,1,https://katalon-demo-cura.herokuapp.com/authenticate.php,306,0,0
1752381694100,304,3. 2 Login Redirect,200,OK,Thread Group 1-1,text,true,,9082,950,1,1,https://katalon-demo-cura.herokuapp.com/#appointment,304,0,0
1752381695218,314,4. Book Appointment,200,OK,Thread Group 1-1,text,true,,7463,1100,1,1,https://katalon-demo-cura.herokuapp.com/appointment.php,314,0,0
1752381696335,309,1. Rirect Home Page,200,OK,Thread Group 1-1,text,true,,5096,157,1,1,https://katalon-demo-cura.herokuapp.com/,308,0,0
1752381697159,320,2. Click on Make Appoinment,200,OK,Thread Group 1-1,text,true,,8139,732,1,1,https://katalon-demo-cura.herokuapp.com/profile.php,320,0,0
1752381698360,312,3.1 Input Username - Password,302,Found,Thread Group 1-1,text,true,,847,1032,1,1,https://katalon-demo-cura.herokuapp.com/authenticate.php,312,0,0
1752381699276,306,3. 2 Login Redirect,200,OK,Thread Group 1-1,text,true,,9082,950,1,1,https://katalon-demo-cura.herokuapp.com/#appointment,306,0,0
1752381700377,310,4. Book Appointment,200,OK,Thread Group 1-1,text,true,,7474,1103,1,1,https://katalon-demo-cura.herokuapp.com/appointment.php,310,0,0
1752381701576,308,1. Rirect Home Page,200,OK,Thread Group 1-1,text,true,,5096,157,1,1,https://katalon-demo-cura.herokuapp.com/,308,0,0
1752381702871,304,2. Click on Make Appoinment,200,OK,Thread Group 1-1,text,true,,8127,732,1,1,https://katalon-demo-cura.herokuapp.com/profile.php,304,0,0
1752381703686,311,3.1 Input Username - Password,302,Found,Thread Group 1-1,text,true,,847,1032,1,1,https://katalon-demo-cura.herokuapp.com/authenticate.php,311,0,0
1752381704995,306,3. 2 Login Redirect,200,OK,Thread Group 1-1,text,true,,9082,950,1,1,https://katalon-demo-cura.herokuapp.com/#appointment,306,0,0
1752381705875,308,4. Book Appointment,200,OK,Thread Group 1-1,text,true,,7459,1100,1,1,https://katalon-demo-cura.herokuapp.com/appointment.php,308,0,0
1752381706715,302,1. Rirect Home Page,200,OK,Thread Group 1-1,text,true,,5096,157,1,1,https://katalon-demo-cura.herokuapp.com/,302,0,0
1752381707691,305,2. Click on Make Appoinment,200,OK,Thread Group 1-1,text,true,,8123,732,1,1,https://katalon-demo-cura.herokuapp.com/profile.php,305,0,0
1752381708703,307,3.1 Input Username - Password,302,Found,Thread Group 1-1,text,true,,847,1032,1,1,https://katalon-demo-cura.herokuapp.com/authenticate.php,307,0,0
1752381709585,311,3. 2 Login Redirect,200,OK,Thread Group 1-1,text,true,,9082,950,1,1,https://katalon-demo-cura.herokuapp.com/#appointment,311,0,0
1752381710606,308,4. Book Appointment,200,OK,Thread Group 1-1,text,true,,7466,1103,1,1,https://katalon-demo-cura.herokuapp.com/appointment.php,308,0,0
1752381711731,307,1. Rirect Home Page,200,OK,Thread Group 1-1,text,true,,5100,157,1,1,https://katalon-demo-cura.herokuapp.com/,307,0,0
1752381712832,308,2. Click on Make Appoinment,200,OK,Thread Group 1-1,text,true,,8127,732,1,1,https://katalon-demo-cura.herokuapp.com/profile.php,307,0,0
1752381713729,310,3.1 Input Username - Password,302,Found,Thread Group 1-1,text,true,,843,1032,1,1,https://katalon-demo-cura.herokuapp.com/authenticate.php,310,0,0
1752381714752,324,3. 2 Login Redirect,200,OK,Thread Group 1-1,text,true,,9078,950,1,1,https://katalon-demo-cura.herokuapp.com/#appointment,324,0,0
1752381715670,315,4. Book Appointment,200,OK,Thread Group 1-1,text,true,,7463,1100,1,1,https://katalon-demo-cura.herokuapp.com/appointment.php,315,0,0
1752381716634,305,1. Rirect Home Page,200,OK,Thread Group 1-1,text,true,,5104,157,1,1,https://katalon-demo-cura.herokuapp.com/,305,0,0
1752381717596,304,2. Click on Make Appoinment,200,OK,Thread Group 1-1,text,true,,8123,732,1,1,https://katalon-demo-cura.herokuapp.com/profile.php,304,0,0
1752381718812,306,3.1 Input Username - Password,302,Found,Thread Group 1-1,text,true,,843,1032,1,1,https://katalon-demo-cura.herokuapp.com/authenticate.php,306,0,0
1752381719980,307,3. 2 Login Redirect,200,OK,Thread Group 1-1,text,true,,9086,950,1,1,https://katalon-demo-cura.herokuapp.com/#appointment,307,0,0
1752381720923,1674,4. Book Appointment,200,OK,Thread Group 1-1,text,true,,7463,1100,1,1,https://katalon-demo-cura.herokuapp.com/appointment.php,1674,0,1306
1752381723227,306,1. Rirect Home Page,200,OK,Thread Group 1-1,text,true,,5100,157,1,1,https://katalon-demo-cura.herokuapp.com/,306,0,0
1752381724145,309,2. Click on Make Appoinment,200,OK,Thread Group 1-1,text,true,,8123,732,1,1,https://katalon-demo-cura.herokuapp.com/profile.php,309,0,0
1752381725058,310,3.1 Input Username - Password,302,Found,Thread Group 1-1,text,true,,847,1032,1,1,https://katalon-demo-cura.herokuapp.com/authenticate.php,310,0,0
1752381725910,308,3. 2 Login Redirect,200,OK,Thread Group 1-1,text,true,,9086,950,1,1,https://katalon-demo-cura.herokuapp.com/#appointment,307,0,0
1752381726955,336,4. Book Appointment,200,OK,Thread Group 1-1,text,true,,7466,1103,1,1,https://katalon-demo-cura.herokuapp.com/appointment.php,336,0,0
1752381728090,313,1. Rirect Home Page,200,OK,Thread Group 1-1,text,true,,5096,157,1,1,https://katalon-demo-cura.herokuapp.com/,313,0,0
1752381729242,310,2. Click on Make Appoinment,200,OK,Thread Group 1-1,text,true,,8127,732,1,1,https://katalon-demo-cura.herokuapp.com/profile.php,310,0,0
1752381730123,312,3.1 Input Username - Password,302,Found,Thread Group 1-1,text,true,,855,1032,1,1,https://katalon-demo-cura.herokuapp.com/authenticate.php,312,0,0
1752381730987,363,3. 2 Login Redirect,200,OK,Thread Group 1-1,text,true,,9086,950,1,1,https://katalon-demo-cura.herokuapp.com/#appointment,363,0,0
1752381731868,343,4. Book Appointment,200,OK,Thread Group 1-1,text,true,,7466,1103,1,1,https://katalon-demo-cura.herokuapp.com/appointment.php,343,0,0
1752381733050,297,1. Rirect Home Page,200,OK,Thread Group 1-1,text,true,,5104,157,1,1,https://katalon-demo-cura.herokuapp.com/,297,0,0
1752381734292,304,2. Click on Make Appoinment,200,OK,Thread Group 1-1,text,true,,8127,732,1,1,https://katalon-demo-cura.herokuapp.com/profile.php,304,0,0
1752381735497,288,3.1 Input Username - Password,302,Found,Thread Group 1-1,text,true,,855,1032,1,1,https://katalon-demo-cura.herokuapp.com/authenticate.php,288,0,0
1752381736342,290,3. 2 Login Redirect,200,OK,Thread Group 1-1,text,true,,9090,950,1,1,https://katalon-demo-cura.herokuapp.com/#appointment,290,0,0
1752381737267,296,4. Book Appointment,200,OK,Thread Group 1-1,text,true,,7459,1100,1,1,https://katalon-demo-cura.herokuapp.com/appointment.php,296,0,0
1752381738450,304,1. Rirect Home Page,200,OK,Thread Group 1-1,text,true,,5116,157,1,1,https://katalon-demo-cura.herokuapp.com/,304,0,0
1752381739411,294,2. Click on Make Appoinment,200,OK,Thread Group 1-1,text,true,,8127,732,1,1,https://katalon-demo-cura.herokuapp.com/profile.php,294,0,0
1752381740329,292,3.1 Input Username - Password,302,Found,Thread Group 1-1,text,true,,851,1032,1,1,https://katalon-demo-cura.herokuapp.com/authenticate.php,292,0,0
1752381741366,295,3. 2 Login Redirect,200,OK,Thread Group 1-1,text,true,,9086,950,1,1,https://katalon-demo-cura.herokuapp.com/#appointment,295,0,0
1752381742423,316,4. Book Appointment,200,OK,Thread Group 1-1,text,true,,7462,1103,1,1,https://katalon-demo-cura.herokuapp.com/appointment.php,316,0,0
1752381743677,314,1. Rirect Home Page,200,OK,Thread Group 1-1,text,true,,5104,157,1,1,https://katalon-demo-cura.herokuapp.com/,314,0,0
1752381744749,296,2. Click on Make Appoinment,200,OK,Thread Group 1-1,text,true,,8131,732,1,1,https://katalon-demo-cura.herokuapp.com/profile.php,296,0,0
1752381745583,299,3.1 Input Username - Password,302,Found,Thread Group 1-1,text,true,,847,1032,1,1,https://katalon-demo-cura.herokuapp.com/authenticate.php,299,0,0
1752381746712,301,3. 2 Login Redirect,200,OK,Thread Group 1-1,text,true,,9086,950,1,1,https://katalon-demo-cura.herokuapp.com/#appointment,301,0,0
1752381747795,345,4. Book Appointment,200,OK,Thread Group 1-1,text,true,,7463,1100,1,1,https://katalon-demo-cura.herokuapp.com/appointment.php,345,0,0
1752381748745,300,1. Rirect Home Page,200,OK,Thread Group 1-1,text,true,,5096,157,1,1,https://katalon-demo-cura.herokuapp.com/,300,0,0
1752381750000,302,2. Click on Make Appoinment,200,OK,Thread Group 1-1,text,true,,8127,732,1,1,https://katalon-demo-cura.herokuapp.com/profile.php,301,0,0
1752381751210,293,3.1 Input Username - Password,302,Found,Thread Group 1-1,text,true,,855,1032,1,1,https://katalon-demo-cura.herokuapp.com/authenticate.php,293,0,0
1752381752205,293,3. 2 Login Redirect,200,OK,Thread Group 1-1,text,true,,9078,950,1,1,https://katalon-demo-cura.herokuapp.com/#appointment,293,0,0
1752381753173,304,4. Book Appointment,200,OK,Thread Group 1-1,text,true,,7459,1100,1,1,https://katalon-demo-cura.herokuapp.com/appointment.php,304,0,0
1752381754097,307,1. Rirect Home Page,200,OK,Thread Group 1-1,text,true,,5096,157,1,1,https://katalon-demo-cura.herokuapp.com/,307,0,0
1752381755343,290,2. Click on Make Appoinment,200,OK,Thread Group 1-1,text,true,,8135,732,1,1,https://katalon-demo-cura.herokuapp.com/profile.php,290,0,0
1752381756545,310,3.1 Input Username - Password,302,Found,Thread Group 1-1,text,true,,843,1032,1,1,https://katalon-demo-cura.herokuapp.com/authenticate.php,310,0,0
1752381757718,293,3. 2 Login Redirect,200,OK,Thread Group 1-1,text,true,,9082,950,1,1,https://katalon-demo-cura.herokuapp.com/#appointment,293,0,0
1752381759010,325,4. Book Appointment,200,OK,Thread Group 1-1,text,true,,7459,1100,1,1,https://katalon-demo-cura.herokuapp.com/appointment.php,325,0,0
1752381760113,292,1. Rirect Home Page,200,OK,Thread Group 1-1,text,true,,5104,157,1,1,https://katalon-demo-cura.herokuapp.com/,292,0,0
1752381761200,295,2. Click on Make Appoinment,200,OK,Thread Group 1-1,text,true,,8127,732,1,1,https://katalon-demo-cura.herokuapp.com/profile.php,294,0,0
1752381762278,296,3.1 Input Username - Password,302,Found,Thread Group 1-1,text,true,,847,1032,1,1,https://katalon-demo-cura.herokuapp.com/authenticate.php,296,0,0
1752381763160,293,3. 2 Login Redirect,200,OK,Thread Group 1-1,text,true,,9090,950,1,1,https://katalon-demo-cura.herokuapp.com/#appointment,293,0,0
1752381764214,294,4. Book Appointment,200,OK,Thread Group 1-1,text,true,,7467,1100,1,1,https://katalon-demo-cura.herokuapp.com/appointment.php,294,0,0
1752381765481,296,1. Rirect Home Page,200,OK,Thread Group 1-1,text,true,,5096,157,1,1,https://katalon-demo-cura.herokuapp.com/,296,0,0
1752381766693,298,2. Click on Make Appoinment,200,OK,Thread Group 1-1,text,true,,8127,732,1,1,https://katalon-demo-cura.herokuapp.com/profile.php,298,0,0
1752381767676,289,3.1 Input Username - Password,302,Found,Thread Group 1-1,text,true,,843,1032,1,1,https://katalon-demo-cura.herokuapp.com/authenticate.php,289,0,0
1752381768896,291,3. 2 Login Redirect,200,OK,Thread Group 1-1,text,true,,9078,950,1,1,https://katalon-demo-cura.herokuapp.com/#appointment,291,0,0
1752381769815,297,4. Book Appointment,200,OK,Thread Group 1-1,text,true,,7459,1100,1,1,https://katalon-demo-cura.herokuapp.com/appointment.php,297,0,0
1752381770985,295,1. Rirect Home Page,200,OK,Thread Group 1-1,text,true,,5108,157,1,1,https://katalon-demo-cura.herokuapp.com/,295,0,0
1752381771822,292,2. Click on Make Appoinment,200,OK,Thread Group 1-1,text,true,,8135,732,1,1,https://katalon-demo-cura.herokuapp.com/profile.php,292,0,0
1752381772838,308,3.1 Input Username - Password,302,Found,Thread Group 1-1,text,true,,851,1032,1,1,https://katalon-demo-cura.herokuapp.com/authenticate.php,308,0,0
1752381773815,291,3. 2 Login Redirect,200,OK,Thread Group 1-1,text,true,,9086,950,1,1,https://katalon-demo-cura.herokuapp.com/#appointment,291,0,0
1752381775050,300,4. Book Appointment,200,OK,Thread Group 1-1,text,true,,7470,1103,1,1,https://katalon-demo-cura.herokuapp.com/appointment.php,299,0,0
1752381776085,293,1. Rirect Home Page,200,OK,Thread Group 1-1,text,true,,5100,157,1,1,https://katalon-demo-cura.herokuapp.com/,293,0,0
1752381776959,295,2. Click on Make Appoinment,200,OK,Thread Group 1-1,text,true,,8135,732,1,1,https://katalon-demo-cura.herokuapp.com/profile.php,295,0,0
1752381777957,296,3.1 Input Username - Password,302,Found,Thread Group 1-1,text,true,,847,1032,1,1,https://katalon-demo-cura.herokuapp.com/authenticate.php,296,0,0
1752381779026,306,3. 2 Login Redirect,200,OK,Thread Group 1-1,text,true,,9078,950,1,1,https://katalon-demo-cura.herokuapp.com/#appointment,306,0,0
1752381780294,300,4. Book Appointment,200,OK,Thread Group 1-1,text,true,,7463,1100,1,1,https://katalon-demo-cura.herokuapp.com/appointment.php,300,0,0
1752381781379,1385,1. Rirect Home Page,200,OK,Thread Group 1-1,text,true,,5104,157,1,1,https://katalon-demo-cura.herokuapp.com/,1385,0,1098
1752381783458,337,2. Click on Make Appoinment,200,OK,Thread Group 1-1,text,true,,8135,732,1,1,https://katalon-demo-cura.herokuapp.com/profile.php,337,0,0
1752381784504,306,3.1 Input Username - Password,302,Found,Thread Group 1-1,text,true,,847,1032,1,1,https://katalon-demo-cura.herokuapp.com/authenticate.php,306,0,0
1752381785329,291,3. 2 Login Redirect,200,OK,Thread Group 1-1,text,true,,9086,950,1,1,https://katalon-demo-cura.herokuapp.com/#appointment,291,0,0
1752381786343,324,4. Book Appointment,200,OK,Thread Group 1-1,text,true,,7463,1100,1,1,https://katalon-demo-cura.herokuapp.com/appointment.php,324,0,0
1752381787449,287,1. Rirect Home Page,200,OK,Thread Group 1-1,text,true,,5100,157,1,1,https://katalon-demo-cura.herokuapp.com/,287,0,0
1752381788649,284,2. Click on Make Appoinment,200,OK,Thread Group 1-1,text,true,,8127,732,1,1,https://katalon-demo-cura.herokuapp.com/profile.php,284,0,0
1752381789903,600,3.1 Input Username - Password,302,Found,Thread Group 1-1,text,true,,843,1032,1,1,https://katalon-demo-cura.herokuapp.com/authenticate.php,600,0,0
1752381791480,383,3. 2 Login Redirect,200,OK,Thread Group 1-1,text,true,,9086,950,1,1,https://katalon-demo-cura.herokuapp.com/#appointment,383,0,0
1752381792648,295,4. Book Appointment,200,OK,Thread Group 1-1,text,true,,7475,1100,1,1,https://katalon-demo-cura.herokuapp.com/appointment.php,295,0,0
1752381793701,284,1. Rirect Home Page,200,OK,Thread Group 1-1,text,true,,5096,157,1,1,https://katalon-demo-cura.herokuapp.com/,284,0,0
1752381794903,301,2. Click on Make Appoinment,200,OK,Thread Group 1-1,text,true,,8123,732,1,1,https://katalon-demo-cura.herokuapp.com/profile.php,300,0,0
1752381796013,286,3.1 Input Username - Password,302,Found,Thread Group 1-1,text,true,,859,1032,1,1,https://katalon-demo-cura.herokuapp.com/authenticate.php,286,0,0
1752381797014,292,3. 2 Login Redirect,200,OK,Thread Group 1-1,text,true,,9078,950,1,1,https://katalon-demo-cura.herokuapp.com/#appointment,292,0,0
1752381798044,292,4. Book Appointment,200,OK,Thread Group 1-1,text,true,,7459,1100,1,1,https://katalon-demo-cura.herokuapp.com/appointment.php,292,0,0
1752381798946,303,1. Rirect Home Page,200,OK,Thread Group 1-1,text,true,,5104,157,1,1,https://katalon-demo-cura.herokuapp.com/,303,0,0
1752381799769,297,2. Click on Make Appoinment,200,OK,Thread Group 1-1,text,true,,8131,732,1,1,https://katalon-demo-cura.herokuapp.com/profile.php,297,0,0
1752381800691,286,3.1 Input Username - Password,302,Found,Thread Group 1-1,text,true,,847,1032,1,1,https://katalon-demo-cura.herokuapp.com/authenticate.php,286,0,0
1752381801828,305,3. 2 Login Redirect,200,OK,Thread Group 1-1,text,true,,9094,950,1,1,https://katalon-demo-cura.herokuapp.com/#appointment,305,0,0
1752381803132,294,4. Book Appointment,200,OK,Thread Group 1-1,text,true,,7459,1100,1,1,https://katalon-demo-cura.herokuapp.com/appointment.php,294,0,0
1752381804136,285,1. Rirect Home Page,200,OK,Thread Group 1-1,text,true,,5100,157,1,1,https://katalon-demo-cura.herokuapp.com/,285,0,0
1752381805375,289,2. Click on Make Appoinment,200,OK,Thread Group 1-1,text,true,,8127,732,1,1,https://katalon-demo-cura.herokuapp.com/profile.php,289,0,0
1752381806514,288,3.1 Input Username - Password,302,Found,Thread Group 1-1,text,true,,851,1032,1,1,https://katalon-demo-cura.herokuapp.com/authenticate.php,288,0,0
1752381807569,298,3. 2 Login Redirect,200,OK,Thread Group 1-1,text,true,,9082,950,1,1,https://katalon-demo-cura.herokuapp.com/#appointment,298,0,0
1752381808825,290,4. Book Appointment,200,OK,Thread Group 1-1,text,true,,7463,1100,1,1,https://katalon-demo-cura.herokuapp.com/appointment.php,290,0,0
1752381810120,288,1. Rirect Home Page,200,OK,Thread Group 1-1,text,true,,5100,157,1,1,https://katalon-demo-cura.herokuapp.com/,288,0,0
1752381811245,286,2. Click on Make Appoinment,200,OK,Thread Group 1-1,text,true,,8127,732,1,1,https://katalon-demo-cura.herokuapp.com/profile.php,286,0,0
1752381812410,284,3.1 Input Username - Password,302,Found,Thread Group 1-1,text,true,,847,1032,1,1,https://katalon-demo-cura.herokuapp.com/authenticate.php,284,0,0
1752381813503,290,3. 2 Login Redirect,200,OK,Thread Group 1-1,text,true,,9078,950,1,1,https://katalon-demo-cura.herokuapp.com/#appointment,290,0,0
1752381814700,291,4. Book Appointment,200,OK,Thread Group 1-1,text,true,,7463,1100,1,1,https://katalon-demo-cura.herokuapp.com/appointment.php,291,0,0
1752381815895,283,1. Rirect Home Page,200,OK,Thread Group 1-1,text,true,,5104,157,1,1,https://katalon-demo-cura.herokuapp.com/,283,0,0
1752381816869,305,2. Click on Make Appoinment,200,OK,Thread Group 1-1,text,true,,8143,732,1,1,https://katalon-demo-cura.herokuapp.com/profile.php,305,0,0
1752381818131,291,3.1 Input Username - Password,302,Found,Thread Group 1-1,text,true,,843,1032,1,1,https://katalon-demo-cura.herokuapp.com/authenticate.php,291,0,0
1752381819270,288,3. 2 Login Redirect,200,OK,Thread Group 1-1,text,true,,9082,950,1,1,https://katalon-demo-cura.herokuapp.com/#appointment,288,0,0
1752381820437,297,4. Book Appointment,200,OK,Thread Group 1-1,text,true,,7463,1100,1,1,https://katalon-demo-cura.herokuapp.com/appointment.php,297,0,0
1752381821291,286,1. Rirect Home Page,200,OK,Thread Group 1-1,text,true,,5104,157,1,1,https://katalon-demo-cura.herokuapp.com/,286,0,0
1752381822539,293,2. Click on Make Appoinment,200,OK,Thread Group 1-1,text,true,,8127,732,1,1,https://katalon-demo-cura.herokuapp.com/profile.php,292,0,0
1752381823690,282,3.1 Input Username - Password,302,Found,Thread Group 1-1,text,true,,843,1032,1,1,https://katalon-demo-cura.herokuapp.com/authenticate.php,282,0,0
1752381824750,306,3. 2 Login Redirect,200,OK,Thread Group 1-1,text,true,,9078,950,1,1,https://katalon-demo-cura.herokuapp.com/#appointment,306,0,0
1752381825814,295,4. Book Appointment,200,OK,Thread Group 1-1,text,true,,7466,1103,1,1,https://katalon-demo-cura.herokuapp.com/appointment.php,295,0,0
1752381826947,286,1. Rirect Home Page,200,OK,Thread Group 1-1,text,true,,5100,157,1,1,https://katalon-demo-cura.herokuapp.com/,286,0,0
1752381827768,285,2. Click on Make Appoinment,200,OK,Thread Group 1-1,text,true,,8127,732,1,1,https://katalon-demo-cura.herokuapp.com/profile.php,285,0,0
1752381828935,294,3.1 Input Username - Password,302,Found,Thread Group 1-1,text,true,,847,1032,1,1,https://katalon-demo-cura.herokuapp.com/authenticate.php,294,0,0
1752381830070,291,3. 2 Login Redirect,200,OK,Thread Group 1-1,text,true,,9078,950,1,1,https://katalon-demo-cura.herokuapp.com/#appointment,291,0,0
1752381831251,289,4. Book Appointment,200,OK,Thread Group 1-1,text,true,,7463,1100,1,1,https://katalon-demo-cura.herokuapp.com/appointment.php,289,0,0
1752381832183,285,1. Rirect Home Page,200,OK,Thread Group 1-1,text,true,,5104,157,1,1,https://katalon-demo-cura.herokuapp.com/,285,0,0
1752381833334,296,2. Click on Make Appoinment,200,OK,Thread Group 1-1,text,true,,8139,732,1,1,https://katalon-demo-cura.herokuapp.com/profile.php,296,0,0
1752381834396,287,3.1 Input Username - Password,302,Found,Thread Group 1-1,text,true,,847,1032,1,1,https://katalon-demo-cura.herokuapp.com/authenticate.php,287,0,0
1752381835407,297,3. 2 Login Redirect,200,OK,Thread Group 1-1,text,true,,9082,950,1,1,https://katalon-demo-cura.herokuapp.com/#appointment,297,0,0
1752381836679,296,4. Book Appointment,200,OK,Thread Group 1-1,text,true,,7463,1100,1,1,https://katalon-demo-cura.herokuapp.com/appointment.php,296,0,0
1752381837954,290,1. Rirect Home Page,200,OK,Thread Group 1-1,text,true,,5104,157,1,1,https://katalon-demo-cura.herokuapp.com/,290,0,0
1752381839130,281,2. Click on Make Appoinment,200,OK,Thread Group 1-1,text,true,,8123,732,1,1,https://katalon-demo-cura.herokuapp.com/profile.php,281,0,0
1752381840356,283,3.1 Input Username - Password,302,Found,Thread Group 1-1,text,true,,843,1032,1,1,https://katalon-demo-cura.herokuapp.com/authenticate.php,283,0,0
1752381841288,295,3. 2 Login Redirect,200,OK,Thread Group 1-1,text,true,,9086,950,1,1,https://katalon-demo-cura.herokuapp.com/#appointment,295,0,0
1752381842325,1455,4. Book Appointment,200,OK,Thread Group 1-1,text,true,,7463,1100,1,1,https://katalon-demo-cura.herokuapp.com/appointment.php,1455,0,1114
1752381844727,313,1. Rirect Home Page,200,OK,Thread Group 1-1,text,true,,5100,157,1,1,https://katalon-demo-cura.herokuapp.com/,313,0,0
1752381845986,331,2. Click on Make Appoinment,200,OK,Thread Group 1-1,text,true,,8131,732,1,1,https://katalon-demo-cura.herokuapp.com/profile.php,331,0,0
1752381846990,451,3.1 Input Username - Password,302,Found,Thread Group 1-1,text,true,,847,1032,1,1,https://katalon-demo-cura.herokuapp.com/authenticate.php,451,0,0
1752381847960,402,3. 2 Login Redirect,200,OK,Thread Group 1-1,text,true,,9086,950,1,1,https://katalon-demo-cura.herokuapp.com/#appointment,402,0,0
1752381848994,340,4. Book Appointment,200,OK,Thread Group 1-1,text,true,,7463,1100,1,1,https://katalon-demo-cura.herokuapp.com/appointment.php,340,0,0
1752381849945,299,1. Rirect Home Page,200,OK,Thread Group 1-1,text,true,,5112,157,1,1,https://katalon-demo-cura.herokuapp.com/,299,0,0
1752381850959,297,2. Click on Make Appoinment,200,OK,Thread Group 1-1,text,true,,8127,732,1,1,https://katalon-demo-cura.herokuapp.com/profile.php,297,0,0
1752381852037,297,3.1 Input Username - Password,302,Found,Thread Group 1-1,text,true,,851,1032,1,1,https://katalon-demo-cura.herokuapp.com/authenticate.php,297,0,0
1752381853332,292,3. 2 Login Redirect,200,OK,Thread Group 1-1,text,true,,9086,950,1,1,https://katalon-demo-cura.herokuapp.com/#appointment,292,0,0
1752381854380,299,4. Book Appointment,200,OK,Thread Group 1-1,text,true,,7459,1100,1,1,https://katalon-demo-cura.herokuapp.com/appointment.php,299,0,0
1752381855283,292,1. Rirect Home Page,200,OK,Thread Group 1-1,text,true,,5096,157,1,1,https://katalon-demo-cura.herokuapp.com/,292,0,0
1752381856278,294,2. Click on Make Appoinment,200,OK,Thread Group 1-1,text,true,,8123,732,1,1,https://katalon-demo-cura.herokuapp.com/profile.php,294,0,0
1752381857452,300,3.1 Input Username - Password,302,Found,Thread Group 1-1,text,true,,847,1032,1,1,https://katalon-demo-cura.herokuapp.com/authenticate.php,300,0,0
1752381858370,293,3. 2 Login Redirect,200,OK,Thread Group 1-1,text,true,,9082,950,1,1,https://katalon-demo-cura.herokuapp.com/#appointment,293,0,0
1752381859537,295,4. Book Appointment,200,OK,Thread Group 1-1,text,true,,7467,1100,1,1,https://katalon-demo-cura.herokuapp.com/appointment.php,295,0,0
1752381860469,290,1. Rirect Home Page,200,OK,Thread Group 1-1,text,true,,5096,157,1,1,https://katalon-demo-cura.herokuapp.com/,290,0,0
1752381861388,295,2. Click on Make Appoinment,200,OK,Thread Group 1-1,text,true,,8127,732,1,1,https://katalon-demo-cura.herokuapp.com/profile.php,294,0,0
1752381862578,296,3.1 Input Username - Password,302,Found,Thread Group 1-1,text,true,,847,1032,1,1,https://katalon-demo-cura.herokuapp.com/authenticate.php,296,0,0
1752381863647,313,3. 2 Login Redirect,200,OK,Thread Group 1-1,text,true,,9086,950,1,1,https://katalon-demo-cura.herokuapp.com/#appointment,313,0,0
1752381864534,313,4. Book Appointment,200,OK,Thread Group 1-1,text,true,,7470,1103,1,1,https://katalon-demo-cura.herokuapp.com/appointment.php,313,0,0
1752381865779,294,1. Rirect Home Page,200,OK,Thread Group 1-1,text,true,,5108,157,1,1,https://katalon-demo-cura.herokuapp.com/,294,0,0
1752381866627,294,2. Click on Make Appoinment,200,OK,Thread Group 1-1,text,true,,8127,732,1,1,https://katalon-demo-cura.herokuapp.com/profile.php,294,0,0
1752381867775,301,3.1 Input Username - Password,302,Found,Thread Group 1-1,text,true,,847,1032,1,1,https://katalon-demo-cura.herokuapp.com/authenticate.php,301,0,0
1752381868771,308,3. 2 Login Redirect,200,OK,Thread Group 1-1,text,true,,9082,950,1,1,https://katalon-demo-cura.herokuapp.com/#appointment,308,0,0
1752381869828,300,4. Book Appointment,200,OK,Thread Group 1-1,text,true,,7466,1103,1,1,https://katalon-demo-cura.herokuapp.com/appointment.php,300,0,0
1752381870714,293,1. Rirect Home Page,200,OK,Thread Group 1-1,text,true,,5100,157,1,1,https://katalon-demo-cura.herokuapp.com/,293,0,0
1752381871878,292,2. Click on Make Appoinment,200,OK,Thread Group 1-1,text,true,,8131,732,1,1,https://katalon-demo-cura.herokuapp.com/profile.php,292,0,0
1752381872797,298,3.1 Input Username - Password,302,Found,Thread Group 1-1,text,true,,851,1032,1,1,https://katalon-demo-cura.herokuapp.com/authenticate.php,298,0,0
1752381873805,299,3. 2 Login Redirect,200,OK,Thread Group 1-1,text,true,,9082,950,1,1,https://katalon-demo-cura.herokuapp.com/#appointment,299,0,0
1752381874692,301,4. Book Appointment,200,OK,Thread Group 1-1,text,true,,7466,1103,1,1,https://katalon-demo-cura.herokuapp.com/appointment.php,301,0,0
1752381875967,297,1. Rirect Home Page,200,OK,Thread Group 1-1,text,true,,5096,157,1,1,https://katalon-demo-cura.herokuapp.com/,297,0,0
1752381877136,293,2. Click on Make Appoinment,200,OK,Thread Group 1-1,text,true,,8131,732,1,1,https://katalon-demo-cura.herokuapp.com/profile.php,293,0,0
1752381878040,299,3.1 Input Username - Password,302,Found,Thread Group 1-1,text,true,,847,1032,1,1,https://katalon-demo-cura.herokuapp.com/authenticate.php,299,0,0
